name,rating,price,yelp_review_count,yelp_rating,longitude,latitude,delivers,location
Jams,4.5,3,320,3.5,-73.9765169803648,40.764741,FALSE,Times Square Theatre District
Javelina,5.7,3,459,3.5,-73.9873886108398,40.7368812561035,TRUE,Gramercy Park
Jeepney,7.9,3,1118,4,-73.9835395,40.730294,TRUE,East Village
Jeffrey’s Grocery,8,3,261,4,-73.987587,40.718101,TRUE,Lower East Side
Jin Ramen,7.6,3,899,4,-73.97695,40.78534,TRUE,Upper West Side
Jing Fong,7.6,1,2364,3.5,-73.9971831076206,40.7159552385198,TRUE,Chinatown
Jinya Ramen Bar,4.5,2,9964,4,-73.99015,40.73092,TRUE,NoHo
Joe & Pat’s,8.1,1,169,4,-73.98411,40.72892,TRUE,East Village
Joe’s Pizza,8.6,1,31,4,-75.1063182,40.1761372,TRUE,Stapleton
John Brown Smokehouse,7.5,1,897,4,-73.95009,40.7489,TRUE,Long Island City
Jones Wood Foundry,7.8,3,634,4,-73.9535711917713,40.7703854340118,TRUE,Upper East Side
Joseph Leonard,7.8,3,657,4,-74.001675412843,40.7336021670705,FALSE,Greenwich Village
Jun-Men Ramen,7.7,2,622,4,-74.000470000000007,40.748209,FALSE,Chelsea
Kaia Wine Bar,7.8,3,419,4,-73.95197,40.7819,TRUE,Upper East Side
Kajitsu,8.4,4,239,4,-73.9777215,40.7498614,FALSE,Murray Hill
Kang Ho Dong Baekjeong,8.3,3,1254,4,-73.9852144232788,40.747173576622,FALSE,Koreatown
Kanoyama,7.7,3,655,4,-73.986544028849,40.730545186039,TRUE,NoHo
Kashkaval Garden,7.6,2,576,4,-73.986144,40.766758,TRUE,Times Square Theatre District
Katz’s Deli,8.2,2,12194,4,-73.98743,40.722237,TRUE,NoLIta
Keens Steakhouse,8.5,4,2551,4,-73.98652,40.75071,FALSE,Midtown South
Kesté Pizza & Vino,7.9,2,1407,4,-74.00293,40.73154,TRUE,Greenwich Village
Khao Kang,8.4,2,231,4,-73.888039,40.743269,FALSE,Elmhurst
Khe-Yo,6.4,3,748,4,-74.008587,40.716906,TRUE,TriBeCa
Kiki’s,8.2,2,3,4.5,-73.99183,40.71436,TRUE,Chinatown
King,7.7,3,157,3.5,-74.00346,40.7275,FALSE,Hudson Square
Kings County Imperial,8.8,2,284,4,-73.95097,40.71512,TRUE,Williamsburg
Kingside,2.4,4,242,3.5,-73.978447,40.764653,TRUE,Times Square Theatre District
Kingston,7.5,2,143,3.5,-73.9535015,40.803361,TRUE,Harlem
Ko Bar,7.9,3,2,2.5,-73.83368,40.75896,FALSE,Flushing
Kung Fu Little Steamed Buns Ramen,7.3,2,312,3.5,-73.9694294705987,40.7592514705491,TRUE,Midtown East
Kunjip,7.6,2,992,2.5,-73.987239,40.747641,TRUE,Koreatown
Kyma,7.3,3,128,4,-73.99283,40.73904,FALSE,Flatiron district
Kyo Ya,8.5,4,455,4.5,-73.98534,40.7267,FALSE,East Village
L’Amico,7.6,3,598,4,-73.964757,40.715621,TRUE,Williamsburg
L’Artusi,8.5,3,1828,4.5,-74.00513,40.73372,TRUE,West Village
L’Express,7.7,3,1,5,-73.9982549,40.7145474,FALSE,Chinatown
L’Industrie Pizzeria,6.9,1,519,4.5,-73.95783,40.71162,TRUE,Williamsburg
La Bonbonniere,7.7,1,361,4,-74.004336265057,40.737769995088,FALSE,West Village
La Contenta,8.8,2,745,4.5,-73.98691,40.71873,TRUE,Lower East Side
La Esquina Brasserie,8,3,2030,3.5,-73.997529,40.721372,TRUE,Little Italy
La Esquina Cafe & Taqueria,7.9,3,2030,3.5,-73.997529,40.721372,TRUE,Little Italy
La Isla Cuchifritos,7.6,1,78,4,-73.94199,40.70099,FALSE,Williamsburg
La Mercerie,8,4,162,3.5,-74.0021909441629,40.7202236743825,FALSE,SoHo
La Morada,8.5,2,166,4.5,-73.92142,40.810552,TRUE,Harlem
La Pecora Bianca,6.9,3,558,4,-73.9892,40.74358,TRUE,NoMad
La Sirène,7.4,4,1600,4.5,-74.005708694458,40.7243642217227,FALSE,SoHo
La Slowteria,8.3,2,253,4,-73.9995680865082,40.675054752231,TRUE,Carroll Gardens
La Superior,7.4,1,573,3.5,-73.96363,40.71357,FALSE,Williamsburg
Lafayette,8.1,3,896,3.5,-73.993464,40.727617,FALSE,NoHo
Lalito,8,3,139,3.5,-73.99974,40.716289,TRUE,Chinatown
Lam Zhou Handmade Noodle,8.1,1,1824,4,-73.99675,40.7155,FALSE,Chinatown
Lamazou,8.3,1,284,4.5,-73.98162,40.74125,TRUE,Kips Bay
Lamoon,8.2,2,252,4.5,-73.883034010715,40.742890245749,TRUE,Elmhurst
Landmarc,5.8,3,1065,3.5,-73.98276,40.768939,TRUE,Times Square Theatre District
LaRina Pastificio & Vino,8.4,2,139,4,-73.9704132080078,40.6933631896973,FALSE,Fort Greene
Laut,7.1,2,1212,3.5,-73.9911,40.73756,TRUE,Union Square
Lavagna,7.9,3,379,4,-73.98226,40.72406,FALSE,East Village
Le Coucou,9.1,4,563,4,-74.00013,40.71909,FALSE,Little Italy
Le Crocodile,8.2,3,19,4.5,-73.957873,40.72191,FALSE,Greenpoint
Le Fanfare,7.6,2,178,4,-73.955558,40.736202,TRUE,Greenpoint
Le French Diner,8.6,2,117,4.5,-73.9879689992204,40.7218274586187,FALSE,NoLIta
Le Garage,7.4,1,148,4,-73.9265948743181,40.6993863968861,FALSE,Bushwick
Le Relais de Venise L’Entrecôte,7.7,2,807,4,-73.9717626571655,40.7577089110773,FALSE,Midtown East
Lee’s Tavern,8,2,55,4,-74.01209,40.67788,FALSE,Carroll Gardens
Legacy Records,8.4,3,126,3.5,-73.99822,40.757605,FALSE,Hudson Yards
Leuca,7,3,315,4,-73.956678,40.722121,TRUE,Greenpoint
Lexington Brass,4.8,3,850,3.5,-73.9729699790478,40.7552634948238,TRUE,Midtown East
Lido Harlem,7.4,2,973,4,-73.9548260014624,40.8049797781916,TRUE,Harlem
Lighthouse,8.8,2,261,4,-73.9539040490168,40.7104080536563,TRUE,Williamsburg
Lilia,9.3,3,792,4,-73.95236,40.71757,FALSE,Williamsburg
Little Owl,7.5,3,1267,4,-74.0053009986877,40.7323808291402,FALSE,Greenwich Village
Little Park,8.1,3,371,4,-74.00913,40.71521,FALSE,TriBeCa
Little Prince,6.5,3,316,4,-74.0027459,40.7267198,TRUE,SoHo
Llama Inn,8.8,3,469,4,-73.95051,40.71672,FALSE,Williamsburg
Lobster Joint,7.4,2,648,4,-73.95528,40.7354,TRUE,Greenpoint
Locanda Verde,7.9,3,1624,4,-74.010039072422,40.7198601300801,FALSE,TriBeCa
Locanda Vini e Olii,7.3,3,303,4,-73.962943,40.685007,FALSE,Prospect Heights
Lodge,4.5,2,21,4,-74.00414,40.75073,FALSE,Hudson Yards
Lokanta,8.4,2,103,4,-73.924873,40.761565,FALSE,Astoria
Lombardi's,7.8,2,6099,4,-73.9955956044561,40.7215934960083,TRUE,NoLIta
Loring Place,8.1,3,407,4.5,-73.9975357055664,40.7329940795898,FALSE,Greenwich Village
Los Tacos No. 1,8.5,1,2946,4.5,-74.0060838,40.7425547,FALSE,Meatpacking District
Lovely Day,7.4,2,352,3.5,-73.994275,40.721774,TRUE,NoLIta
Lowerline,8,2,161,4.5,-73.96324,40.67421,FALSE,Prospect Heights
Lucky Strike,7.5,3,281,3.5,-74.00348,40.72216,FALSE,SoHo
Lupe’s East LA Kitchen,7.4,2,383,3.5,-74.0045776,40.72369,TRUE,SoHo
M. Wells Steakhouse,7,4,407,3.5,-73.9422079,40.748388,FALSE,Long Island City
Mable's Smokehouse,7.5,2,838,4,-73.9570004492998,40.7211890204726,TRUE,Greenpoint
Macao Trading Co.,4,3,751,4,-74.003904,40.719623,TRUE,SoHo
Madangsui,7.4,3,679,3.5,-73.985679,40.75003,TRUE,Koreatown
Maison Kayser,7.8,3,126,3.5,-73.9911683,40.6921231,FALSE,Brooklyn Heights
Maison Pickle,6.1,3,975,4,-73.9780229034143,40.7870043970907,TRUE,Upper West Side
Maison Premiere,8,2,1143,4,-73.9614855,40.7142031,FALSE,Williamsburg
Málà Project,8.5,2,646,4,-73.98542,40.72713,TRUE,East Village
Malatesta Trattoria,7.3,2,1240,4,-74.00847,40.73285,FALSE,West Village
Mama Fina’s,8,2,156,4,-73.98226,40.72829,TRUE,East Village
Marc Forgione,8.2,4,919,4.5,-74.0095599,40.71647,FALSE,TriBeCa
Marea,8.8,4,2035,4,-73.9810554368179,40.7674213694566,FALSE,Times Square Theatre District
Margon,7.7,2,734,4,-73.98398,40.75787,TRUE,Times Square
Mari Vanna,8,3,653,4,-73.98858,40.73878,TRUE,Flatiron district
Marlow & Sons,8.9,3,531,4,-73.9658814005443,40.7106126934043,FALSE,Williamsburg
Marlow Bistro,7.7,3,283,4,-73.9641991912535,40.8028109023738,TRUE,Harlem
Marta,7.3,3,889,4,-73.9847936,40.7445882,FALSE,NoMad
Mary’s Fish Camp,7.7,3,597,4,-74.0032416,40.7348192,FALSE,West Village
Mayfield,8.1,2,522,4,-73.9565734863281,40.6748580932617,TRUE,Prospect Heights
Meadowsweet,8.4,3,389,4,-73.9632384,40.7103995,FALSE,Williamsburg
Mekelburg’s,8.3,2,261,4,-73.962334,40.687542,TRUE,Fort Greene
MeMe’s Diner,8.1,2,110,4,-73.9637159300486,40.6777327224006,TRUE,Prospect Heights
Mermaid Inn,7.8,2,1322,4,-73.98844,40.7269999,TRUE,NoHo
Mermaid Oyster Bar,6.9,3,1087,4,-74.00165,40.7287899,TRUE,Greenwich Village
Mexico Lindo,7.4,3,248,3.5,-73.97984,40.73981,TRUE,Kips Bay
Mighty Quinn’s Barbecue,7.9,2,1745,4,-73.988623,40.727574,TRUE,NoHo
Mike's Bistro,6.6,4,103,4,-73.971051,40.759407,FALSE,Midtown East
Mile End,8,3,770,3.5,-73.9870685,40.6875051,TRUE,Boerum Hill
Mimi Cheng’s,7.7,2,660,3.5,-73.986285,40.7305254,TRUE,NoHo
Minnie’s,7.2,2,11,5,-73.9901666,40.6776296,FALSE,Gowanus
Misi,8.2,3,304,4,-73.96662,40.71341,FALSE,Williamsburg
Miss Ada,8.4,2,222,4.5,-73.9723809,40.689436,FALSE,Fort Greene
Miss Lily’s,7.8,3,13,5,-73.988421,40.711744,FALSE,Lower East Side
Miss Lily’s 7A Cafe,7.5,2,666,4,-73.9837551,40.726019,TRUE,East Village
Mission Chinese Food,6.6,3,763,3,-73.98966,40.71386,TRUE,Lower East Side
Mission Chinese Food Brooklyn,6.9,2,385,4.5,-74.00072,40.72915,TRUE,Greenwich Village
Mister Dips,7.9,1,181,3.5,-73.9571206359,40.7222796349,FALSE,Greenpoint
Modern Love Brooklyn,7.8,2,494,4.5,-73.95109,40.70983,TRUE,Williamsburg
Mole,6,3,432,3.5,-74.00524,40.73822,TRUE,Meatpacking District
Momofuku Ko,8.6,4,309,4.5,-73.991682,40.724776,FALSE,NoLIta
Momofuku Noodle Bar,8.6,3,4271,3.5,-73.9844848239426,40.7292063820076,FALSE,East Village
Momofuku Ssäm Bar,8.4,3,2439,4,-73.985846,40.73169,FALSE,Gramercy Park
Momoya,7.8,2,640,4,-73.9966481924057,40.7426255196333,FALSE,Chelsea
Monkey Bar,7,3,279,3.5,-73.973216,40.759932,TRUE,Midtown East
Montesacro Pinseria,7.4,2,55,4.5,-73.95136,40.71338,FALSE,Williamsburg
Monument Lane,7.2,3,315,4.5,-74.00197,40.73778,FALSE,West Village
Mooncake Foods,7.4,2,515,4,-74.004562,40.7237776,TRUE,SoHo
Morandi,7.7,3,692,3.5,-74.00151,40.73534,TRUE,Greenwich Village
Morgan's BBQ,7.8,2,771,3.5,-73.974093,40.679879,TRUE,Prospect Heights
Motel Morris,7.5,2,169,4,-73.9980996,40.7409807,TRUE,Flatiron district
Moti Mahal Delux,7.9,3,473,4,-73.9605,40.76213,TRUE,Midtown East
Motorino,8,3,1075,3.5,-73.98381,40.73039,TRUE,East Village
My Cuban Spot,8.1,2,196,4.5,-73.9861538242469,40.6769086333056,TRUE,Gowanus
Nagomi,7.5,3,106,3,-74.00196,40.7264,TRUE,SoHo
Nakamura,7.3,2,377,4,-73.985115,40.717975,FALSE,Lower East Side
Nami Nori,7.6,2,134,4,-74.003212,40.730284,FALSE,Greenwich Village
Narcissa,6.7,3,503,3.5,-73.9909284946934,40.7279081084989,FALSE,NoHo
Nargis Bar & Grill,7.6,1,175,4,-73.979143,40.677857,FALSE,Park Slope
Naya,7.3,3,147,4.5,-74.0118362768599,40.7021301747589,TRUE,Financial District
Neil's Coffee Shop,7.3,2,201,3.5,-73.9630072,40.7689106,TRUE,Upper East Side
Neta,6.9,4,383,4,-73.99907,40.7335,FALSE,Greenwich Village
New Park Pizza,7.5,1,749,4,-73.8403776268684,40.6627403949909,TRUE,South Ozone Park
Nha Trang One,7.5,1,743,3.5,-73.9995299,40.71671,TRUE,Chinatown
Niche,7.8,2,100,4,-73.98518,40.71786,FALSE,Lower East Side
Niche Niche,8.3,3,54,3.5,-74.002643,40.727734,FALSE,Hudson Square
Nix,6.3,3,552,4,-73.99359,40.73323,FALSE,Union Square
Nobu 57,7.5,4,1198,4,-73.9765048613641,40.7636210840864,FALSE,Times Square Theatre District
Nom Wah Tea Parlor,7.8,1,1999,3.5,-73.998153857324,40.714490521829,FALSE,Chinatown
Nonono,8.3,2,715,4.5,-73.98499,40.74545,TRUE,NoMad
Noodle Village,7.9,1,1083,4,-73.998803,40.714167,TRUE,Chinatown
Noreetuh,7.7,3,432,4,-73.985221,40.727275,TRUE,East Village
North River Lobster Co.,6.8,3,542,3.5,-74.0028237923088,40.761968685867,TRUE,Hudson Yards
Novita,5.9,3,308,4,-73.98629,40.73918,TRUE,Gramercy Park
Nur,7.7,3,283,4,-73.9888,40.73854,FALSE,Flatiron district
Nyonya,7.4,1,2069,4,-73.9968228,40.7190148,TRUE,Little Italy
O Ya,7.6,4,250,4.5,-73.98319,40.74283,FALSE,Kips Bay
Oiji,8.5,3,505,4.5,-73.98585,40.72727,FALSE,East Village
Okonomi / Yuji Ramen,8.5,3,456,4.5,-73.9487843,40.712622,FALSE,Williamsburg
Old Rose,7.6,2,126,3.5,-74.00932,40.7383,TRUE,Meatpacking District
Old Town Bar,7.3,1,387,3.5,-73.989166,40.737594,FALSE,Union Square
Olio Pizza e Piu,1.1,3,2198,4,-73.999852,40.733826,TRUE,Greenwich Village
Olmsted,8.9,3,386,4,-73.96869,40.67713,FALSE,Prospect Heights
Om,8,2,479,4,-73.95364,40.77583,TRUE,Upper East Side
Omakase Room By Tatsu,7.7,4,127,4,-74.00042,40.73382,FALSE,Greenwich Village
Ops,8.5,2,129,4.5,-73.9171,40.70276,FALSE,Bushwick
Osteria Cotta,3.8,3,867,4,-73.97263,40.78554,TRUE,Upper West Side
Osteria Laguna,7.2,2,338,3.5,-73.9737998,40.750647,TRUE,Murray Hill
Otto,5.5,3,2121,3.5,-73.996197909787,40.7320605431463,TRUE,NoHo
Otto’s Tacos,7.4,1,748,4,-73.9875403,40.7291289539586,TRUE,NoHo
Oxalis,8.4,3,115,4.5,-73.9626279,40.673109,FALSE,Prospect Heights
Oxomoco,8.1,3,289,4,-73.95548,40.7299099,FALSE,Greenpoint
P.J. Clarke’s,7.5,3,898,3.5,-73.9680336,40.7589148,TRUE,Midtown East
Papatzul,4.2,3,429,3.5,-74.003677,40.722148,TRUE,SoHo
Paradou,5.2,3,56,4,-73.97386,40.64754,TRUE,Ditmas
Parm,8.1,2,740,3.5,-73.99567,40.72303,TRUE,NoLIta
Pasquale Jones,9.5,3,245,3.5,-73.9967492344452,40.7210341671446,FALSE,Little Italy
Pastis,7.7,3,163,4,-74.00695,40.73928,FALSE,Meatpacking District
Patsy’s Pizza,8.1,2,388,3.5,-73.96575,40.76177,TRUE,Midtown East
Paulie Gee’s,9,3,1238,4,-73.958568,40.729546,FALSE,Greenpoint
Peacefood Cafe,7.6,3,743,4,-73.9929751334153,40.7332670924819,TRUE,Union Square
Pearl Oyster Bar,8,3,825,4,-74.00197,40.7314099,FALSE,Greenwich Village
Peasant,7.7,4,691,3.5,-73.99428,40.72171,FALSE,NoLIta
Pepe Rosso To Go,7.6,1,356,4,-74.00163,40.72723,TRUE,SoHo
Peppa’s Jerk Chicken,7.9,1,24,2.5,-73.9129359,40.635902,FALSE,Ditmas
Per Se,8.5,4,1656,4.5,-73.9827629623657,40.7681528889558,FALSE,Times Square Theatre District
Pera Mediterranean Brasserie,6.9,3,403,3.5,-73.9795,40.75228,TRUE,Midtown
Periyali,7.7,3,263,4,-73.9929678154494,40.7406298582957,FALSE,Flatiron district
Perry St,6.8,4,936,4,-74.00971,40.73442,FALSE,West Village
Peter Luger Steak House,8.4,4,5721,4,-73.962478,40.709945,FALSE,Williamsburg
Phayul,8.3,2,286,4,-73.891236,40.7471617,FALSE,Jackson Heights
Pheasant,7.5,3,73,4.5,-73.9452,40.7185,FALSE,Greenpoint
Pho Bang,8,2,541,4,-73.99657,40.71952,FALSE,Little Italy
Pho Bar,7.7,2,233,4,-73.9990079,40.7152346,TRUE,Chinatown
Pianos,7.1,2,886,3,-73.98775,40.72104,TRUE,NoLIta
Piccolo Angolo,7.8,3,548,4,-74.0058052539825,40.7378601855952,TRUE,West Village
Pier A Harbor House,7,2,642,3,-74.018051,40.704364,FALSE,Financial District
Pietro’s,7.6,3,68,3.5,-73.97443,40.7605,FALSE,Midtown East
Pinche Taqueria,7,1,365,4,-73.98917,40.72504,TRUE,NoHo
Pizza Beach,5.3,3,202,3.5,-73.988731,40.72134,TRUE,NoLIta
PizzArte,7.7,2,1089,4,-73.9776668697596,40.7629335072372,TRUE,Times Square Theatre District
Poke Restaurant,7.2,2,465,4,-73.95057,40.7766,FALSE,Upper East Side
Pokito,7.4,2,112,4.5,-73.96184,40.71162,TRUE,Williamsburg
Popina,7.8,2,54,4.5,-74.0014251909241,40.687361962701,TRUE,Cobble Hill
Porchetta,3,1,302,4.5,-73.9965565,40.7192766,FALSE,Little Italy
Porchlight,7.7,2,219,3.5,-74.0050735,40.7518044,FALSE,Hudson Yards
Porsena,7.8,4,262,3.5,-73.98946,40.72866,TRUE,NoHo
Poulette,7.9,2,62,4,-73.96864,40.75394,TRUE,Midtown East
Prince Street Pizza,8.6,1,3490,4.5,-73.9944863319397,40.7229087705545,TRUE,NoLIta
Prova Pizzabar,7,2,26,3.5,-73.98939,40.75238,TRUE,Midtown South
Pulqueria,4.1,3,483,3.5,-73.99819,40.71448,TRUE,Chinatown
Purbird,8,2,464,4,-73.97518,40.67985,TRUE,Prospect Heights
Pylos,7.7,3,1117,4.5,-73.98415,40.72608,TRUE,East Village
Quality Eats,8.4,3,423,4,-74.00004,40.7345,TRUE,Greenwich Village
Quality Italian,7.8,4,1069,4,-73.9767805051616,40.7644044527436,TRUE,Times Square Theatre District
Quatorze Bis,7.5,4,639,3,-73.97209,40.75664,FALSE,Midtown East
Queens Comfort,7.7,3,2122,4,-73.91694,40.764527,TRUE,Astoria
Racines,4.4,3,132,4,-74.00752,40.71463,FALSE,TriBeCa
Radiance Tea House,7.6,2,850,4,-73.98065,40.7639799,FALSE,Times Square Theatre District
Rai Rai Ken,7.6,1,834,3.5,-73.9858,40.72924,TRUE,East Village
Raku,8.1,2,1066,4.5,-73.9866526052356,40.7264988089246,TRUE,East Village
Ramen Setagaya,7.3,2,643,3.5,-73.9882649390785,40.728708374845,TRUE,NoHo
Ramen Yebisu,3,2,259,4,-73.96115,40.7147999,TRUE,Williamsburg
Raoul’s,8.4,4,491,4,-74.00216,40.72615,TRUE,SoHo
Razza,9,2,851,4,-74.0441924355125,40.7177490485075,TRUE,Jersey City
Red Paper Clip,7.7,4,46,4.5,-74.0056,40.73311,FALSE,West Village
Red Rooster,7.4,3,3238,3.5,-73.94488,40.80815,FALSE,Harlem
RedFarm,7.9,3,662,3.5,-74.00652,40.7342,FALSE,West Village
Reservoir,7.1,1,226,3.5,-73.993751,40.733215,TRUE,Union Square
Rezdôra,7.8,3,194,4,-73.9891,40.73901,FALSE,Flatiron district
RH Rooftop Restaurant,6.6,3,297,4,-74.00639,40.73985,FALSE,Meatpacking District
Rider,6.8,3,174,4.5,-73.96136,40.71887,FALSE,Williamsburg
Riki,7.4,2,361,3.5,-73.9738540649414,40.7532844543457,FALSE,Midtown East
ROKC,7.9,2,407,4.5,-73.9522425,40.8235051,FALSE,Harlem
Roll N Roaster,8.2,2,1085,4,-73.9396257952115,40.5840481565596,FALSE,Sheepshead Bay
Roman’s,7.2,2,49,5,-73.99954,40.60755,FALSE,Bay Ridge
Rose's,7.4,2,88,3.5,-73.9733657836914,40.6790542602539,FALSE,Prospect Heights
Rosemary’s,7.1,3,2,4.5,-73.85945,40.83249,FALSE,Parkchester
Rosie's,6.9,3,700,4,-73.99079,40.72492,FALSE,NoLIta
Rotisserie Georgette,5.9,4,208,4,-73.971732,40.764352,TRUE,Midtown East
Rubirosa,9.2,3,2208,4.5,-73.99622,40.72275,FALSE,NoLIta
Ruby’s Cafe,7.3,2,1189,4,-73.996326,40.7223288,TRUE,NoLIta
Rucola,6.9,3,492,4,-73.98587,40.68562,FALSE,Boerum Hill
Runner & Stone,6.9,3,292,4,-73.985919,40.67721,FALSE,Gowanus
Russ & Daughters,8.6,2,2211,4.5,-73.9882828294139,40.722589,FALSE,NoLIta
Russ & Daughters Cafe,8.2,2,999,4,-73.9895758930263,40.7196253171697,FALSE,NoLIta
Sadelle’s,8.5,3,626,3.5,-74.00013,40.72624,FALSE,SoHo
Saggio Restaurant,7.4,2,600,4,-73.9395604556239,40.8514099281625,TRUE,Harlem
Saint Julivert Fisherie,7.7,3,37,4.5,-73.99565,40.68787,FALSE,Cobble Hill
SakaMai,7.3,3,668,4,-73.9881407239426,40.7209536656701,FALSE,NoLIta
Sally Roots,7.7,2,253,3.5,-73.916372,40.702756,FALSE,Bushwick
Salt & Fat,6.8,2,466,4,-73.9613511,40.71453,TRUE,Williamsburg
Samurai Mama,7.1,2,592,4,-73.960325717926,40.7140208838114,FALSE,Williamsburg
Santina,8,3,660,3.5,-74.008443,40.739618,FALSE,Meatpacking District
Sauvage,8,3,218,3.5,-73.9518526761375,40.72356122013,FALSE,Greenpoint
Saxon + Parole,7.5,4,777,4,-73.99247,40.72521,FALSE,NoLIta
Scalinatella,7.3,3,270,4,-73.9654829353094,40.7627823203802,TRUE,Midtown East
Scampi,6,3,247,4,-73.99358,40.73902,TRUE,Flatiron district
Scarr’s Pizza,6.3,1,387,4,-73.9914,40.71534,TRUE,Chinatown
Seamore’s,8.1,3,29,5,-74.0063,40.73411,FALSE,West Village
Sel Rrose,6.6,2,489,4,-73.993839,40.7200099,FALSE,Little Italy
Selamat Pagi,8.1,2,264,4,-73.944633,40.723255,FALSE,Greenpoint
Sfoglia,7.9,4,276,4,-73.952719,40.783535,FALSE,Upper East Side
Shabushabu Macoron,8.6,4,68,4.5,-73.99086,40.71909,FALSE,Little Italy
Shake Shack,8.7,1,348,4,-73.9939538,40.7030151,TRUE,Fulton Ferry
Shake Shack Times Square,7.7,1,3031,4,-73.9891822636127,40.758412133689,TRUE,Times Square
Shu Jiao Fu Zhou Cuisine,8.2,1,841,4.5,-73.9916928979573,40.7184290357839,FALSE,Little Italy
Shuka,7.6,2,460,4,-74.00283,40.72707,FALSE,Hudson Square
Shuko,9.3,4,282,4,-73.9914635674129,40.7334269431242,FALSE,Union Square
Simon & The Whale,8.3,3,190,4,-73.984254,40.739848,FALSE,Gramercy Park
Sisters,7.7,3,294,3,-73.965180899999993,40.6828717,FALSE,Prospect Heights
Socarrat Nolita,7.5,3,487,4,-73.99504,40.724483,TRUE,NoLIta
Somtum Der,7.6,3,727,4,-73.9842741682317,40.7252151982238,TRUE,East Village
Sons of Essex,6.1,3,1241,4,-73.987774,40.720315,TRUE,Lower East Side
Soogil,7.1,3,112,4,-73.98838,40.72551,TRUE,NoHo
Sorbillo Pizzeria,7.7,2,175,4,-73.99218,40.726,TRUE,NoHo
Souvlaki GR,7.3,1,880,4,-73.98711,40.72122,TRUE,NoLIta
Sparks Steak House,2,4,927,3.5,-73.972329,40.75303,FALSE,Midtown East
Speedy Romeo,8.7,3,308,4,-73.98514,40.71951,TRUE,Lower East Side
Speedy Romeo LES,7.8,2,308,4,-73.98514,40.71951,TRUE,Lower East Side
Spicy Village,7.5,1,649,4,-73.99327,40.71695,TRUE,Chinatown
SRO,5.6,3,2,1,-73.92515,40.687461,FALSE,Bushwick
St Tropez,7.1,2,151,4.5,-74.00386,40.73704,TRUE,West Village
St. Anselm,8.8,3,817,4,-73.95604,40.7143299,FALSE,Williamsburg
Sticky's Finger Joint,7.8,1,160,4,-74.0090160288361,40.7093087362013,TRUE,Financial District
Stone Park Cafe,7.7,3,913,4,-73.98332,40.67297,FALSE,Park Slope
Strip House,7.8,4,980,4,-73.99337,40.73445,TRUE,Union Square
Sugarfish,8.1,2,820,4,-73.98882,40.73901,FALSE,Flatiron district
Sunday in Brooklyn,7.8,3,783,4,-73.965322,40.714145,TRUE,Williamsburg
Sushi Azabu,8.5,4,431,4,-74.0098838048935,40.7222930324682,TRUE,Hudson Square
Sushi By Bou,7.8,3,266,4.5,-73.9937,40.74094,FALSE,Flatiron district
Sushi By M,8.2,3,416,4.5,-73.99027,40.72666,FALSE,NoHo
Sushi Ishikawa,7.8,3,211,4.5,-73.9538981,40.768783,FALSE,Upper East Side
Sushi Katsuei,8.4,3,435,4,-73.9785903,40.6707147,FALSE,Park Slope
Sushi Nakazawa,8.7,4,1387,4.5,-74.0045493828034,40.7317465228689,FALSE,Greenwich Village
Sushi Of Gari,7.8,4,680,4,-73.98957,40.76072,TRUE,Times Square
Sushi of Gari 46,7.8,4,680,4,-73.98957,40.76072,TRUE,Times Square
Sushi Of Gari Tribeca,7.8,4,139,3.5,-74.0084709183102,40.716780367583,TRUE,TriBeCa
Sushi on Jones,7.7,3,438,4,-73.99202,40.72664,TRUE,NoHo
Sushi Seki Chelsea,8.3,4,164,3.5,-73.996266,40.7442322,FALSE,Chelsea
Sushi Seki Upper East Side,9,4,1093,4.5,-74.00167,40.72803,FALSE,Hudson Square
Suzume,7.8,2,301,4,-73.9494479,40.7131652,FALSE,Williamsburg
Sweet Chick,8.1,2,1637,4,-73.98739,40.7217399,TRUE,NoLIta
Sylvia’s Restaurant,7,2,1833,3.5,-73.944404,40.808609,FALSE,Harlem
Tabata Noodle,7,1,609,3.5,-73.993382,40.756877,TRUE,Times Square
Taboon,7.7,3,654,4,-73.9909893717713,40.7661052157931,FALSE,Times Square Theatre District
Tacombi @ Fonda Nolita,7.6,1,1116,3.5,-73.9939028,40.7240304,TRUE,NoLIta
Tacoway Beach,8.3,1,239,4,-73.81211,40.58884,FALSE,South Ozone Park
Taim Falafel,8,1,62,3.5,-74.00767,40.70769,TRUE,Financial District
TAK Room,7,4,112,4,-73.9923629760742,40.7491302490234,FALSE,Koreatown
Takahachi,7.5,2,899,4,-74.00822,40.71393,FALSE,TriBeCa
Takashi,8.2,3,978,4,-74.0065048,40.7313524,FALSE,West Village
Taladwat,8.4,2,249,4.5,-73.98936,40.76262,TRUE,Times Square Theatre District
Tang Hotpot,7.4,3,246,4,-73.99435,40.71866,TRUE,Little Italy
Tanoreen,8.5,3,832,4,-74.02775,40.6308,TRUE,Bay Ridge
Tanoshi Sushi,8.5,3,638,4.5,-73.952815,40.767568,FALSE,Upper East Side
Taqueria Diana,8.2,1,722,4,-73.9879844318771,40.7284337609976,TRUE,NoHo
Taqueria St. Marks,7.2,1,428,4,-73.9856138085992,40.7278587780221,TRUE,East Village
Tartine,7.7,2,984,4,-74.00344,40.7362899,TRUE,West Village
Tartinery,4.2,3,368,4,-74.01588,40.712338,FALSE,TriBeCa
