name,rating,price,yelp_review_count,yelp_rating,longitude,latitude,delivers,location
Tasty Hand-Pulled Noodles,7,1,1590,4,-73.99787,40.7142,TRUE,Chinatown
Tatiana Restaurant & Nightclub,7.5,3,653,4,-73.98858,40.73878,TRUE,Flatiron district
Tavern On The Green,1,4,1465,3.5,-73.9776,40.772194,FALSE,Times Square Theatre District
Tavola,6.7,2,958,4,-73.994516,40.755403,FALSE,Hudson Yards
Tequila Park Taqueria,6,3,608,4,-73.98817,40.72711,TRUE,NoHo
Terra,6.6,4,363,3.5,-74.00647,40.71928,TRUE,TriBeCa
Terroir Tribeca,8,3,284,4,-74.0099987815497,40.718804998517,FALSE,TriBeCa
Tetsu,7.6,3,132,3.5,-74.0052,40.71733,TRUE,TriBeCa
The Bao,8.2,2,1206,4,-73.9889199,40.72939,TRUE,NoHo
The Black Ant,5.8,3,532,4,-73.98952,40.72578,TRUE,NoHo
The Boil,5.8,3,1897,4.5,-73.99339,40.71974,FALSE,Little Italy
The Bombay Bread Bar,7.4,2,220,3.5,-74.0031,40.72534,TRUE,SoHo
The Breslin,6.4,3,1579,3.5,-73.9878543,40.7457012,FALSE,NoMad
The Brew Inn,7.6,2,152,4,-73.954101,40.731044,FALSE,Greenpoint
The Brooklyn Barge,7.3,2,154,3.5,-73.961047,40.729108,FALSE,Greenpoint
The Brooklyneer,7.4,2,253,3.5,-74.0045657,40.7286219,TRUE,Hudson Square
The Clam,8,3,357,4,-74.0068030357639,40.7303076612002,FALSE,Hudson Square
The Clocktower,8.2,4,379,4,-73.98747,40.74133,FALSE,Flatiron district
The East Pole,7.4,3,252,3.5,-73.9658007,40.7662355,FALSE,Upper East Side
The Eddy,8.5,3,358,4.5,-73.986646,40.7264594,FALSE,East Village
The Fly,8.4,3,30,3.5,-73.95848,40.68191,FALSE,Prospect Heights
The Four Horsemen,8.6,3,182,4.5,-73.95732,40.71305,FALSE,Williamsburg
The Fulton,8.5,3,170,3.5,-74.0010633899353,40.7053694327276,FALSE,Seaport District
The Grill,9.2,4,189,4,-73.971892,40.758323,FALSE,Midtown East
The Happiest Hour,7.5,2,400,3.5,-73.999742,40.734883,TRUE,Greenwich Village
The Lambs Club,7.8,4,591,3.5,-73.9845907254059,40.7565103875392,FALSE,Steinway
The Little Beet Table,7.7,3,537,4,-73.98545,40.74116,FALSE,NoMad
The Marshal,8,3,723,4,-73.99396,40.76122,TRUE,Times Square
The Meatball Shop,7.9,3,2735,4,-73.988746,40.721651,TRUE,NoLIta
The Meatball Shop Chelsea,7.7,2,875,4,-74.0015369,40.7459138,TRUE,Chelsea
The Mermaid Inn,7.7,3,1322,4,-73.98844,40.7269999,TRUE,NoHo
The Modern,7.8,4,1012,4.5,-73.97709,40.7610699,FALSE,Times Square Theatre District
The National,7.8,3,639,3,-73.97209,40.75664,FALSE,Midtown East
The Odeon,7.2,4,640,4,-74.00792,40.71692,TRUE,TriBeCa
The Palm Too,7.6,3,227,3.5,-73.97067,40.75146,TRUE,Murray Hill
The Penrose,7.5,1,1178,4,-73.953115,40.775427,FALSE,Upper East Side
The Polynesian,7.8,2,320,4,-73.9930226198586,40.7585126468162,FALSE,Times Square
The Riddler,8.1,4,23,4,-74.0038923,40.7369462,FALSE,West Village
The Smith,7.2,2,1950,3.5,-73.9886217,40.7310675,TRUE,NoHo
The Smith Lincoln Center,7.5,2,1678,4,-73.9818377981476,40.7716201269986,TRUE,Times Square Theatre District
The Smith Midtown,7.7,3,2621,4,-73.967868,40.755165,TRUE,Midtown East
The Spaniard,6.8,2,248,4,-74.0021829,40.7327497,FALSE,Greenwich Village
The Ten Bells,8,2,440,3.5,-73.98985,40.717801,FALSE,Lower East Side
The Turk’s Inn,7.2,3,19,2.5,-73.9990396918217,40.7659591132619,FALSE,Hudson Yards
Thistle Hill Tavern,7.1,3,919,4.5,-74.0095599,40.71647,FALSE,TriBeCa
Thursday Kitchen,8.1,2,1324,4.5,-73.9838,40.7275,FALSE,East Village
Tia Pol,7.8,2,700,4,-74.00481,40.7473,FALSE,Chelsea
Tijuana Picnic,7.9,3,311,3,-73.9873657,40.7207634,TRUE,NoLIta
Tipsy Parson,5.4,3,579,3.5,-74.0026,40.74423,FALSE,Chelsea
Tokyo Record Bar,8.3,3,140,4,-74.0001550748959,40.7305654051364,FALSE,Greenwich Village
Toloache,7.9,3,1967,4,-73.9855741,40.762325,TRUE,Times Square Theatre District
Tom’s Restaurant,7.7,1,1297,4,-73.963439,40.674491,TRUE,Prospect Heights
Tomoe,7.7,4,944,4,-74.0001599,40.7277,FALSE,SoHo
Toro,7.8,3,495,3.5,-74.00779,40.74303,FALSE,Meatpacking District
Tortaria,7.6,1,694,3.5,-73.99304,40.73387,FALSE,Union Square
Tortilleria Los Hermanos,8.1,1,713,4,-73.92198,40.7066299,FALSE,Bushwick
Totonno Pizzeria Napolitana,8.6,2,809,4,-73.983811,40.578805,FALSE,Sheepshead Bay
Totto Ramen,7.8,3,5463,4,-73.98759,40.76444,FALSE,Times Square Theatre District
Totto Ramen East,7.9,2,1142,4,-73.9679722894107,40.7562184833974,TRUE,Midtown East
Traif,8.2,2,1856,4.5,-73.958872,40.710658,FALSE,Williamsburg
Trapizzino,7.7,1,226,4.5,-73.98894,40.72043,TRUE,NoLIta
Trattoria L’incontro,8.1,3,926,4.5,-73.9105868339539,40.7763330374196,FALSE,Astoria
Tsurutontan,7.6,3,1849,4,-73.9910699,40.73678,TRUE,Union Square
Tsushima,7,1,241,3.5,-73.9727916,40.7516558,TRUE,Murray Hill
Turntable Chicken Jazz,7.5,2,2030,4,-73.98649,40.74828,FALSE,Koreatown
Two Hands,7.9,2,321,3.5,-74.00547,40.71782,FALSE,TriBeCa
Txikito,7.4,4,347,3.5,-74.000468,40.74739,FALSE,Chelsea
U-Gu,7.7,2,128,4.5,-73.96284,40.69393,TRUE,Fort Greene
Uluh,7.6,3,271,4,-73.9866071,40.7293403,FALSE,NoHo
Umami Burger,3.8,2,306,3,-74.015913,40.713225,TRUE,TriBeCa
Una Pizza Napoletana,8.1,2,117,3.5,-73.98864,40.72175,FALSE,NoLIta
Uncle Boons,9.3,3,1006,4,-73.9943286309159,40.7211328622237,FALSE,NoLIta
Union Square Cafe,9.2,4,1219,4,-73.987874,40.73775,FALSE,Gramercy Park
Uogashi,6.2,3,76,4.5,-73.98671,40.76326,FALSE,Times Square Theatre District
Up Thai,7.1,2,2252,4.5,-73.9576330868512,40.7698275926665,TRUE,Upper East Side
Upland,7.8,3,1010,4,-73.9846396,40.7418912,FALSE,NoMad
Upstate Craft Beer & Oyster Bar,8.5,2,1848,4.5,-73.986557,40.726373,FALSE,East Village
Ushiwakamaru,7.8,3,171,4,-74.0009234316419,40.7461547329618,TRUE,Chelsea
Uva,7.3,3,2345,4,-73.95566,40.7722,FALSE,Upper East Side
Vatan,7.7,2,647,4,-73.9803699,40.74236,FALSE,Kips Bay
Vaucluse,7.8,4,243,4,-73.96758,40.76515,TRUE,Midtown East
Veselka,7.8,2,2573,4,-73.9869689941406,40.7289505004883,TRUE,NoHo
Via Carota,8.6,3,543,4,-74.00369,40.7331,FALSE,Greenwich Village
Via Quadronno,7.9,4,523,4,-73.96514,40.77277,TRUE,Upper East Side
Vic’s,7.4,3,7,4.5,-73.8573208,41.30624,TRUE,Parkchester
Village Yokocho,7.1,2,756,3.5,-73.9891899,40.7298,FALSE,NoHo
Vinatería,7.7,3,445,4,-73.9540110111145,40.8064392068585,TRUE,Harlem
Vinegar Hill House,8.2,3,663,3.5,-73.98124,40.70275,FALSE,Downtown Brooklyn
Violet,6.2,2,68,3.5,-73.983667,40.72473,FALSE,East Village
Virginia’s,7.7,3,127,5,-73.97956,40.75562,FALSE,Steinway
Walker’s,7.3,2,292,4,-74.00707,40.71972,TRUE,TriBeCa
Wallflower,7.3,4,246,4,-74.0021002,40.7377405,FALSE,West Village
Walter Foods,7.6,3,500,4,-73.958488,40.713588,FALSE,Williamsburg
Walter's,7.8,2,514,4,-73.973258972168,40.6894111633301,FALSE,Fort Greene
West-Bourne,8.3,2,136,4.5,-74.00193,40.72687,FALSE,SoHo
Westville,7.6,2,1034,4,-73.98213,40.72847,TRUE,East Village
Westville Chelsea,7.9,2,1113,4,-74.00007,40.74175,TRUE,Chelsea
Westville East,7.7,2,1034,4,-73.98213,40.72847,TRUE,East Village
While We Were Young,4.6,2,340,4,-74.00272,40.73437,FALSE,Greenwich Village
Wildair,8.9,3,180,4,-73.98919771717,40.7197229753629,FALSE,NoLIta
Wildwood Barbecue,2.1,3,3035,4,-73.9608729269837,40.818098338924,TRUE,Harlem
Wilfie & Nell,7.1,2,350,3.5,-74.003069,40.734078,FALSE,Greenwich Village
Williamsburg Pizza,7.6,1,225,4,-73.99123,40.71822,TRUE,Little Italy
Win Son,8.5,2,483,4,-73.94339,40.70747,FALSE,Williamsburg
Win Son Bakery,8.7,2,95,4,-73.94302,40.70721,FALSE,Williamsburg
Wogies,7,1,130,3.5,-74.01342,40.70723,TRUE,Financial District
Wokuni,7.7,2,221,4,-73.9773529,40.7492189,FALSE,Murray Hill
Wondee Siam,8,2,998,4,-73.98747,40.76495,TRUE,Times Square Theatre District
Xi’an Famous Foods,7.6,1,997,4,-73.997342,40.715082,FALSE,Chinatown
Yakitori Totto,8,3,1307,4,-73.983114,40.765375,FALSE,Times Square Theatre District
Yama Japanese Restaurant,7,3,425,3.5,-73.98766,40.73589,FALSE,Gramercy Park
Yefsi,8.1,3,312,4,-73.9509195,40.7710007,TRUE,Upper East Side
Yves,6.5,3,71,4,-74.00996,40.72021,TRUE,TriBeCa
Zadie's Oyster Room,7.3,3,84,4.5,-73.98274,40.72979,FALSE,East Village
Zaitzeff,6.1,3,628,4,-73.984469,40.727942,TRUE,East Village
Zaragoza Grocery,7.3,1,302,4,-73.980949,40.730102,FALSE,East Village
Zero Otto Nove,8.2,3,477,4,-73.9914887388588,40.7407551035259,TRUE,Flatiron district
